fecha,provincia,localidad,tn
2022-02-06,SANTA FE,COLONIA CASTELLANOS,60
2024-08-14,SANTA FE,RUFINO,30
2024-10-01,ENTRE RÍOS,ALCARAZ,276
2024-10-01,ENTRE RÍOS,LA PAZ,72
2024-10-15,BUENOS AIRES,MARIANO H. ALFONZO,29
2024-10-16,BUENOS AIRES,TODD,77
2024-10-28,SANTA FE,DIAZ,2600
2024-10-30,SANTA FE,LAS PAREJAS,174
2024-11-13,CÓRDOBA,COLONIA EL TRABAJO,59
2024-11-13,CÓRDOBA,COLONIA MARINA,15
2024-11-13,CÓRDOBA,COLONIA SANTA MARIA,97
2024-11-13,CÓRDOBA,DEVOTO,30
2024-11-14,CÓRDOBA,COLONIA SANTA MARIA,73
2024-11-14,CÓRDOBA,DEVOTO,31
2024-11-19,SANTA FE,SAN JUSTO,270
2024-11-20,CÓRDOBA,COLONIA SAN BARTOLOM,31
2024-11-20,CÓRDOBA,DEVOTO,109
2024-11-20,CÓRDOBA,LA FRANCIA,33
2024-11-20,SANTA FE,SAN GUILLERMO (DPTO.,551
2024-11-21,CÓRDOBA,DEVOTO,91
2024-11-22,CÓRDOBA,CHUÑA,512
2024-11-22,CÓRDOBA,COLONIA SANTA RITA (,37
2024-11-22,CÓRDOBA,DEVOTO,29
2024-11-25,CÓRDOBA,AMALIA,6
2024-11-25,CÓRDOBA,DEVOTO,37
2024-11-26,CÓRDOBA,COLONIA EL TRABAJO,16
2024-11-26,CÓRDOBA,COLONIA MALBERTINA,8
2024-11-26,CÓRDOBA,DEVOTO,14
2024-11-26,CÓRDOBA,LA FRANCIA,30
2024-11-27,SANTA FE,LAS GARZAS,32
2024-11-28,CÓRDOBA,COLONIA EL MILAGRO,5
2024-11-28,CÓRDOBA,COLONIA MALBERTINA,13
2024-11-28,CÓRDOBA,DEVOTO,67
2024-11-28,CÓRDOBA,LA FRANCIA,31
2024-11-28,SANTA FE,LAS GARZAS,96
2024-11-29,SANTA FE,SAN GUILLERMO (DPTO.,29
2024-12-09,SANTIAGO DEL ESTERO,BANDERA,200
2024-12-11,SANTA FE,LAS ROSAS,32000
2024-12-12,CÓRDOBA,SAN FRANCISCO (DPTO.,148
2024-12-16,BUENOS AIRES,PERGAMINO,58
2024-12-17,SANTA FE,SANTA FE,300
2024-12-19,BUENOS AIRES,ROJAS,184
2024-12-19,SANTA FE,ROSARIO,530
2024-12-27,BUENOS AIRES,ROJAS,278
2025-01-02,SANTA FE,AMENABAR,129
2025-01-09,BUENOS AIRES,ROJAS,242
2025-01-09,CÓRDOBA,ALEJANDRO ROCA,66
2025-01-21,SANTIAGO DEL ESTERO,BANDERA,529
2025-01-27,SANTA FE,RUFINO,2000
2025-01-27,SANTIAGO DEL ESTERO,OTUMPA,149
2025-01-28,BUENOS AIRES,ROJAS,147
2025-01-29,BUENOS AIRES,TORNQUIST,1872
2025-01-29,SANTA FE,RUFINO,2000
2025-02-10,BUENOS AIRES,CORONEL PRINGLES,181
2025-02-10,BUENOS AIRES,PERGAMINO,112
2025-02-10,SANTA FE,ARROYO SECO,1000
2025-02-11,SANTA FE,ARROYO SECO,1000
2025-02-13,BUENOS AIRES,ARRECIFES,1500
2025-02-13,BUENOS AIRES,GENERAL VILLEGAS,1500
2025-02-17,BUENOS AIRES,GENERAL VILLEGAS,2000
2025-02-18,BUENOS AIRES,ROJAS,140
2025-02-21,ENTRE RÍOS,GUALEGUAYCHU,1514
2025-02-21,ENTRE RÍOS,MOJONES SUD,813
2025-02-24,BUENOS AIRES,CORONEL PRINGLES,179
2025-02-25,CÓRDOBA,CORDOBA,1000
2025-02-27,CÓRDOBA,ARROYO CABRAL,60
2025-02-28,BUENOS AIRES,BOLIVAR,446
2025-03-05,BUENOS AIRES,JUNIN,37
2025-03-05,CÓRDOBA,EL ARAÑADO,90
2025-03-05,SANTA FE,HUGHES,2000
2025-03-06,BUENOS AIRES,25 DE MAYO,1500
2025-03-06,BUENOS AIRES,ARRIBEÑOS,110
2025-03-06,BUENOS AIRES,ROQUE PEREZ,1500
2025-03-07,BUENOS AIRES,BOLIVAR,320
2025-03-07,ENTRE RÍOS,VILLAGUAY,584
2025-03-10,BUENOS AIRES,BRAGADO,44
2025-03-10,ENTRE RÍOS,LA PAZ,600
2025-03-11,BUENOS AIRES,CARABELAS,200
2025-03-11,BUENOS AIRES,LOS TOLDOS,80
2025-03-11,BUENOS AIRES,ROQUE PEREZ,150
2025-03-11,CÓRDOBA,INRIVILLE,60
2025-03-11,ENTRE RÍOS,BOVRIL,100
2025-03-11,ENTRE RÍOS,LA PICADA,10
2025-03-11,ENTRE RÍOS,LA PICADA NORTE,40
2025-03-11,ENTRE RÍOS,MARIA GRANDE,60
2025-03-11,SANTA FE,CORONEL ARNOLD,300
2025-03-11,SANTA FE,HUGHES,2000
2025-03-11,SANTA FE,ROSARIO,200
2025-03-11,SANTA FE,VILLA CAÑAS,500
2025-03-12,BUENOS AIRES,BRAGADO,1056
2025-03-12,BUENOS AIRES,SARASA,300
2025-03-12,ENTRE RÍOS,ALCARAZ,893
2025-03-12,ENTRE RÍOS,GUALEGUAY,75
2025-03-12,ENTRE RÍOS,SAN SALVADOR,52
2025-03-12,SANTA FE,CHABAS,60
2025-03-13,BUENOS AIRES,BRAGADO,2000
2025-03-13,BUENOS AIRES,DEL CARRIL,220
2025-03-13,BUENOS AIRES,PERGAMINO,507
2025-03-13,BUENOS AIRES,ROJAS,26
2025-03-13,CÓRDOBA,LOS CISNES,1080
2025-03-13,CÓRDOBA,VILLA MARIA (DPTO. G,60
2025-03-13,ENTRE RÍOS,ALCARAZ,129
2025-03-13,ENTRE RÍOS,CONCORDIA,203
2025-03-13,ENTRE RÍOS,EL PALENQUE,914
2025-03-13,ENTRE RÍOS,HASENKAMP,763
2025-03-13,ENTRE RÍOS,MOJONES SUD,222
2025-03-13,ENTRE RÍOS,SAN BENITO,30
2025-03-13,SANTA FE,CAÑADA DE GOMEZ,30
2025-03-13,SANTA FE,ROSARIO,960
2025-03-14,BUENOS AIRES,BRAGADO,745
2025-03-14,BUENOS AIRES,CHIVILCOY,9
2025-03-14,BUENOS AIRES,PERGAMINO,850
2025-03-14,BUENOS AIRES,ROJAS,481
2025-03-14,CÓRDOBA,INRIVILLE,302
2025-03-14,ENTRE RÍOS,EL PINGO,761
2025-03-14,ENTRE RÍOS,GUALEGUAYCHU,1220
2025-03-14,ENTRE RÍOS,VILLAGUAY,116
2025-03-14,SANTA FE,CORONEL ARNOLD,800
2025-03-14,SANTA FE,HUGHES,1000
2025-03-14,SANTA FE,LAS ROSAS,372
2025-03-15,BUENOS AIRES,BRAGADO,139
2025-03-17,BUENOS AIRES,PEHUAJO,2000
2025-03-17,BUENOS AIRES,PERGAMINO,230
2025-03-17,BUENOS AIRES,ROJAS,3
2025-03-17,BUENOS AIRES,ROQUE PEREZ,1000
2025-03-17,BUENOS AIRES,TANDIL,150
2025-03-17,CÓRDOBA,BARRIO FLORENTINO AM,600
2025-03-17,ENTRE RÍOS,SAN JOSE DE FELICIAN,555
2025-03-17,LA PAMPA,GENERAL PICO,35
2025-03-17,SANTA FE,VILLA CAÑAS,500
2025-03-18,BUENOS AIRES,SALTO,225
2025-03-18,CÓRDOBA,VILLA MARIA (DPTO. G,400
2025-03-18,ENTRE RÍOS,GUALEGUAY,853
2025-03-18,ENTRE RÍOS,LARROQUE,500
2025-03-18,ENTRE RÍOS,VILLAGUAY,206
2025-03-18,SANTA FE,AMENABAR,480
2025-03-18,SANTA FE,JUNCAL,28
2025-03-18,SANTA FE,RAFAELA,30
2025-03-18,SANTA FE,SAN JUSTO,100
2025-03-18,SANTA FE,SANTA FE,100
2025-03-19,BUENOS AIRES,DEL CARRIL,100
2025-03-19,BUENOS AIRES,LINCOLN,98
2025-03-19,BUENOS AIRES,PERGAMINO,30
2025-03-19,BUENOS AIRES,ROJAS,200
2025-03-19,BUENOS AIRES,TANDIL,4200
2025-03-19,ENTRE RÍOS,GOBERNADOR SOLA,90
2025-03-19,ENTRE RÍOS,MOJONES SUD,19
2025-03-20,BUENOS AIRES,25 DE MAYO,300
2025-03-20,BUENOS AIRES,BRAGADO,200
2025-03-20,BUENOS AIRES,DAIREAUX,240
2025-03-20,BUENOS AIRES,LINCOLN,126
2025-03-20,BUENOS AIRES,PEHUAJO,230
2025-03-20,BUENOS AIRES,ROJAS,781
2025-03-20,CÓRDOBA,MARCOS JUAREZ,3223
2025-03-20,ENTRE RÍOS,GOBERNADOR SOLA,30
2025-03-20,ENTRE RÍOS,GUALEGUAY,940
2025-03-20,ENTRE RÍOS,HERNANDARIAS,145
2025-03-20,ENTRE RÍOS,MACIA,154
2025-03-20,ENTRE RÍOS,MOJONES SUD,820
2025-03-20,ENTRE RÍOS,VALLE MARIA,311
2025-03-20,LA PAMPA,VILLA MIRASOL,1987
2025-03-20,LA PAMPA,WINIFREDA,678
2025-03-20,SANTA FE,CHAPUY,60
2025-03-20,SANTA FE,HUGHES,1000
2025-03-20,SANTA FE,LA VANGUARDIA (MOUSS,180
2025-03-20,SANTIAGO DEL ESTERO,LOS JURIES,355
2025-03-21,BUENOS AIRES,BOLIVAR,473
2025-03-21,BUENOS AIRES,CHACABUCO,604
2025-03-21,BUENOS AIRES,CORONEL PRINGLES,881
2025-03-21,BUENOS AIRES,INES INDART,35
2025-03-21,BUENOS AIRES,PERGAMINO,71
2025-03-21,BUENOS AIRES,ROJAS,300
2025-03-21,CÓRDOBA,COLONIA ITALIANA,449
2025-03-21,CÓRDOBA,DALMACIO VELEZ,92
2025-03-21,CÓRDOBA,ISLA VERDE (DPTO. MA,623
2025-03-21,CÓRDOBA,MARCOS JUAREZ,192
2025-03-21,CÓRDOBA,RIO PRIMERO,630
2025-03-21,ENTRE RÍOS,GOBERNADOR SOLA,568
2025-03-21,ENTRE RÍOS,SAN SALVADOR,103
2025-03-21,ENTRE RÍOS,SANTA ANITA,57
2025-03-21,ENTRE RÍOS,SEGUI,101
2025-03-21,LA PAMPA,BERNARDO LARROUDE,15
2025-03-21,LA PAMPA,INTENDENTE ALVEAR,210
2025-03-21,SANTA FE,BOUQUET,186
2025-03-21,SANTA FE,PROGRESO,200
2025-03-21,SANTA FE,TEODELINA,686
2025-03-22,BUENOS AIRES,VEDIA,98
2025-03-23,ENTRE RÍOS,ARROYO BARU,199
2025-03-25,BUENOS AIRES,CORONEL PRINGLES,240
2025-03-25,ENTRE RÍOS,LA PAZ,100
2025-03-25,ENTRE RÍOS,LUCAS GONZALEZ,110
2025-03-25,SANTA FE,CHAÑAR LADEADO,1250
2025-03-25,SANTA FE,VILLA CAÑAS,3821
2025-03-26,BUENOS AIRES,CHIVILCOY,210
2025-03-26,BUENOS AIRES,LOS TOLDOS,180
2025-03-26,BUENOS AIRES,PEHUAJO,8
2025-03-26,SANTA FE,RUFINO,118
2025-03-26,SANTA FE,SAN GREGORIO,30
2025-03-27,BUENOS AIRES,MIRAMAR (PDO. GRAL.,2361
2025-03-27,BUENOS AIRES,PEHUAJO,200
2025-03-27,BUENOS AIRES,ROJAS,244
2025-03-27,BUENOS AIRES,SALTO,48
2025-03-27,BUENOS AIRES,VEDIA,52
2025-03-27,CÓRDOBA,CORRAL DE BUSTOS,93
2025-03-27,SANTA FE,RUFINO,351
2025-03-28,BUENOS AIRES,GENERAL VILLEGAS,384
2025-03-28,BUENOS AIRES,MIRAMAR (PDO. GRAL.,1192
2025-03-28,BUENOS AIRES,PEHUAJO,38
2025-03-28,BUENOS AIRES,PIEDRITAS,160
2025-03-28,CÓRDOBA,BELL VILLE,90
2025-03-28,CÓRDOBA,ISLA VERDE (DPTO. MA,236
2025-03-28,CÓRDOBA,LA CARLOTA,400
2025-03-28,CÓRDOBA,LABOULAYE,90
2025-03-28,ENTRE RÍOS,URDINARRAIN,694
2025-03-28,SANTA FE,ALCORTA DTO CONSTITU,856
2025-03-28,SANTA FE,BIGAND,1862
2025-03-28,SANTA FE,CARRERAS,783
2025-03-28,SANTA FE,CHABAS,163
2025-03-28,SANTA FE,RUFINO,637
2025-03-28,SANTA FE,SAN JUSTO,400
2025-03-31,BUENOS AIRES,25 DE MAYO,102
2025-03-31,BUENOS AIRES,CORONEL PRINGLES,248
2025-03-31,BUENOS AIRES,DEL CARRIL,316
2025-03-31,BUENOS AIRES,GENERAL BELGRANO,120
2025-03-31,BUENOS AIRES,PEHUAJO,359
2025-03-31,CIUDAD AUTÓNOMA DE BUENOS AIRES,CAPITAL FEDERAL,500
2025-03-31,CÓRDOBA,MARCOS JUAREZ,570
2025-03-31,SANTA FE,ROSARIO,500
2025-04-01,BUENOS AIRES,25 DE MAYO,120
2025-04-01,BUENOS AIRES,ARRECIFES,102
2025-04-01,BUENOS AIRES,CHACABUCO,299
2025-04-01,BUENOS AIRES,GENERAL BELGRANO,120
2025-04-01,BUENOS AIRES,GENERAL VILLEGAS,1126
2025-04-01,BUENOS AIRES,PEHUAJO,900
2025-04-01,CÓRDOBA,MATORRALES,750
2025-04-01,CÓRDOBA,MONTE MAIZ,680
2025-04-01,CÓRDOBA,RIO CUARTO,58
2025-04-01,ENTRE RÍOS,VICTORIA,393
2025-04-01,SANTA FE,ROSARIO,3000
2025-04-01,SANTA FE,SANTA ISABEL,150
2025-04-03,BUENOS AIRES,CHIVILCOY,210
2025-04-03,BUENOS AIRES,SALTO,300
2025-04-03,CÓRDOBA,CAVANAGH,191
2025-04-03,CÓRDOBA,MARCOS JUAREZ,905
2025-04-03,ENTRE RÍOS,ALCARAZ,1077
2025-04-03,ENTRE RÍOS,PAJONAL,753
2025-04-03,LA PAMPA,VILLA MIRASOL,3932
2025-04-03,SANTA FE,ROSARIO,500
2025-04-03,SANTA FE,SAN JUSTO,240
2025-04-04,BUENOS AIRES,COLON,224
2025-04-04,BUENOS AIRES,ROJAS,44
2025-04-04,BUENOS AIRES,SALTO,304
2025-04-04,CÓRDOBA,INRIVILLE,116
2025-04-04,CÓRDOBA,LABOULAYE,906
2025-04-04,ENTRE RÍOS,VICTORIA,900
2025-04-04,SANTA FE,ALCORTA DTO CONSTITU,446
2025-04-04,SANTA FE,MAGGIOLO,1030
2025-04-04,SANTA FE,ROSARIO,600
2025-04-04,SANTA FE,SANCTI SPIRITU,474
2025-04-07,BUENOS AIRES,BRAGADO,667
2025-04-07,BUENOS AIRES,CHACABUCO,573
2025-04-07,BUENOS AIRES,SAN ANDRES DE GILES,1290
2025-04-07,BUENOS AIRES,VEDIA,326
2025-04-07,CÓRDOBA,EL FORTIN,438
2025-04-07,CÓRDOBA,LABOULAYE,320
2025-04-07,CÓRDOBA,VILLA DEL ROSARIO,181
2025-04-07,SANTIAGO DEL ESTERO,BANDERA,534
2025-04-08,BUENOS AIRES,BRAGADO,97
2025-04-08,BUENOS AIRES,OLAVARRIA,771
2025-04-08,BUENOS AIRES,ROJAS,300
2025-04-08,CÓRDOBA,ETRURIA,100
2025-04-08,CÓRDOBA,RINCON (DPTO. RIO SE,60
2025-04-08,ENTRE RÍOS,BASAVILBASO,3000
2025-04-08,ENTRE RÍOS,BOVRIL,651
2025-04-08,ENTRE RÍOS,COLONIA SANTA LUISA,329
2025-04-08,ENTRE RÍOS,CRESPO,963
2025-04-08,ENTRE RÍOS,URDINARRAIN,3000
2025-04-08,ENTRE RÍOS,VILLAGUAY,20
2025-04-08,SANTA FE,JUNCAL,150
2025-04-08,SANTA FE,MARIA TERESA,30
2025-04-08,SANTA FE,SAN LORENZO,2000
2025-04-08,SANTA FE,TEODELINA,8
2025-04-08,SANTA FE,VENADO TUERTO,630
2025-04-09,BUENOS AIRES,BALCARCE,739
2025-04-09,BUENOS AIRES,TRES ARROYOS,14
2025-04-09,BUENOS AIRES,VEDIA,52
2025-04-09,SANTA FE,VENADO TUERTO,185
2025-04-09,SANTA FE,VILLA CAÑAS,500
2025-04-10,SANTA FE,AMENABAR,1000
2025-04-10,SANTA FE,MARIA SUSANA,200
2025-04-10,SANTA FE,VILLA CAÑAS,1284
2025-04-11,BUENOS AIRES,BRAGADO,300
2025-04-11,CÓRDOBA,VILLA MARIA (JESUS M,249
2025-04-11,ENTRE RÍOS,ALDEA MARIA LUISA,975
2025-04-11,ENTRE RÍOS,HERNANDARIAS,21
2025-04-11,ENTRE RÍOS,LARROQUE,156
2025-04-11,ENTRE RÍOS,TALITA,1894
2025-04-11,ENTRE RÍOS,URDINARRAIN,699
2025-04-11,SANTA FE,VILLA MINETTI,1238
2025-04-14,BUENOS AIRES,BRAGADO,700
2025-04-14,SANTA FE,JUNCAL,100
2025-04-14,SANTA FE,VILLA MINETTI,522
2025-04-15,BUENOS AIRES,BRAGADO,91
2025-04-15,CÓRDOBA,LA CARLOTA,600
2025-04-15,ENTRE RÍOS,ESTACAS,68
2025-04-15,ENTRE RÍOS,HERNANDARIAS,6
2025-04-15,SANTA FE,HUGHES,300
2025-04-16,BUENOS AIRES,AYACUCHO,240
2025-04-16,CÓRDOBA,LA CARLOTA,1000
2025-04-16,CÓRDOBA,SINSACATE,100
2025-04-16,CÓRDOBA,VILLA DEL ROSARIO,8
2025-04-16,CÓRDOBA,WENCESLAO ESCALANTE,142
2025-04-16,ENTRE RÍOS,MACIA,618
2025-04-16,ENTRE RÍOS,VICTORIA,222
2025-04-16,SANTA FE,SAN JORGE,1000
2025-04-17,ENTRE RÍOS,VILLAGUAY,34
2025-04-21,BUENOS AIRES,CHIVILCOY,300
2025-04-21,BUENOS AIRES,MIRAMAR (PDO. GRAL.,2076
2025-04-21,BUENOS AIRES,NECOCHEA,250
2025-04-21,CÓRDOBA,BELL VILLE,702
2025-04-21,ENTRE RÍOS,DIAMANTE,213
2025-04-21,SANTA FE,SANTA FE,2000
2025-04-22,CÓRDOBA,CALCHIN OESTE,90
2025-04-22,CÓRDOBA,DEL CAMPILLO,48
2025-04-22,CÓRDOBA,JUSTINIANO POSSE,121
2025-04-22,ENTRE RÍOS,CRESPO,117
2025-04-22,ENTRE RÍOS,SAN SALVADOR,82
2025-04-22,SANTA FE,HUGHES,2843
2025-04-23,BUENOS AIRES,NECOCHEA,270
2025-04-23,BUENOS AIRES,QUEQUEN,3500
2025-04-23,BUENOS AIRES,TANDIL,62
2025-04-23,BUENOS AIRES,VILLA SABOYA,210
2025-04-23,CÓRDOBA,HERNANDO,35
2025-04-23,CÓRDOBA,MATORRALES,90
2025-04-23,RÍO NEGRO,LUIS BELTRAN,611
2025-04-23,SANTA FE,MARIA TERESA,30
2025-04-23,SANTA FE,SAN JUSTO,150
2025-04-23,SANTA FE,SANCTI SPIRITU,210
2025-04-24,BUENOS AIRES,CARMEN DE ARECO,683
2025-04-24,BUENOS AIRES,CARMEN DE PATAGONES,808
2025-04-24,BUENOS AIRES,ROJAS,101
2025-04-24,BUENOS AIRES,SANTA ELENA (SANTA C,90
2025-04-24,BUENOS AIRES,TANDIL,1002
2025-04-24,CÓRDOBA,COLONIA TIROLESA,100
2025-04-24,ENTRE RÍOS,PAJONAL,4682
2025-04-24,SANTA FE,HUGHES,7795
2025-04-25,BUENOS AIRES,ALBERTI,1092
2025-04-25,BUENOS AIRES,BENITO JUAREZ,414
2025-04-25,BUENOS AIRES,CARMEN DE ARECO,1150
2025-04-25,BUENOS AIRES,CARMEN DE PATAGONES,488
2025-04-25,BUENOS AIRES,NECOCHEA,599
2025-04-25,BUENOS AIRES,TANDIL,141
2025-04-25,CÓRDOBA,LA CARLOTA,2000
2025-04-25,CÓRDOBA,VILLA DEL ROSARIO,37
2025-04-25,ENTRE RÍOS,SANTA ANITA,307
2025-04-25,ENTRE RÍOS,URDINARRAIN,724
2025-04-25,ENTRE RÍOS,VILLAGUAY,375
2025-04-25,LA PAMPA,CATRILO,2191
2025-04-25,SANTA FE,AMENABAR,392
2025-04-25,SANTA FE,CHABAS,984
2025-04-25,SANTA FE,CHAPUY,1417
2025-04-25,SANTA FE,CORONEL ARNOLD,800
2025-04-25,SANTA FE,HUGHES,2345
2025-04-25,SANTA FE,VENADO TUERTO,1150
2025-04-26,BUENOS AIRES,ARRIBEÑOS,234
2025-04-28,BUENOS AIRES,25 DE MAYO,102
2025-04-28,BUENOS AIRES,ARRIBEÑOS,710
2025-04-28,BUENOS AIRES,BAHIA BLANCA,1083
2025-04-28,BUENOS AIRES,CORONEL SUAREZ,50
2025-04-28,CÓRDOBA,COLONIA ALMADA,89
2025-04-28,CÓRDOBA,HERNANDO,60
2025-04-28,CÓRDOBA,LAS ACEQUIAS,76
2025-04-28,CÓRDOBA,VILLA DEL ROSARIO,289
2025-04-28,CÓRDOBA,VILLA MARIA (DPTO. G,10000
2025-04-28,ENTRE RÍOS,SAN SALVADOR,200
2025-04-28,LA PAMPA,CATRILO,2000
2025-04-28,LA PAMPA,WINIFREDA,543
2025-04-28,SANTA FE,ROSARIO,2000
2025-04-28,SANTA FE,SANTO TOME,12
2025-04-29,BUENOS AIRES,GOBERNADOR CASTRO,93
2025-04-29,BUENOS AIRES,LINCOLN,936
2025-04-29,BUENOS AIRES,PEHUAJO,150
2025-04-29,BUENOS AIRES,PERGAMINO,58
2025-04-29,CÓRDOBA,ARIAS,7
2025-04-29,CÓRDOBA,MARCOS JUAREZ,348
2025-04-29,CÓRDOBA,WENCESLAO ESCALANTE,438
2025-04-29,ENTRE RÍOS,GUALEGUAY,1316
2025-04-29,ENTRE RÍOS,LARROQUE,310
2025-04-29,ENTRE RÍOS,LAS MOSCAS,2522
2025-04-29,ENTRE RÍOS,SANTA ANITA,468
2025-04-29,SANTA FE,DOCTOR BARROS PAZOS,507
2025-04-29,SANTA FE,LAS ROSAS,27
2025-04-29,SANTA FE,RICARDONE,112
2025-04-29,SANTA FE,RUFINO,324
2025-04-30,BUENOS AIRES,CARMEN DE ARECO,1186
2025-04-30,BUENOS AIRES,CHIVILCOY,761
2025-04-30,BUENOS AIRES,GENERAL PINTO,489
2025-04-30,BUENOS AIRES,RAMALLO,635
2025-04-30,CÓRDOBA,GUATIMOZIN,170
2025-04-30,CÓRDOBA,LEONES,30
2025-04-30,CÓRDOBA,MARCOS JUAREZ,831
2025-04-30,CÓRDOBA,ONCATIVO,8
2025-04-30,CÓRDOBA,VILLA MARIA (DPTO. G,588
2025-04-30,CÓRDOBA,WENCESLAO ESCALANTE,339
2025-04-30,ENTRE RÍOS,ALDEA PROTESTANTE,85
2025-04-30,ENTRE RÍOS,ARANGUREN,438
2025-04-30,ENTRE RÍOS,LAS MOSCAS,5201
2025-04-30,ENTRE RÍOS,PAJONAL,1275
2025-04-30,LA PAMPA,GENERAL PICO,500
2025-04-30,SANTA FE,ARMSTRONG,30
2025-04-30,SANTA FE,SAN JUSTO,500
2025-04-30,SANTA FE,SAN VICENTE (DPTO. C,124
2025-04-30,SANTA FE,SANCTI SPIRITU,379
2025-04-30,SANTA FE,VENADO TUERTO,30
2025-05-01,CÓRDOBA,OBISPO TREJO,300
2025-05-02,ENTRE RÍOS,MARIA GRANDE SEGUNDA,68
2025-05-02,ENTRE RÍOS,VILLAGUAY,32
2025-05-03,CÓRDOBA,ALEJO LEDESMA,115
2025-05-03,CÓRDOBA,IDIAZABAL,41
2025-05-05,BUENOS AIRES,CHIVILCOY,300
2025-05-05,BUENOS AIRES,MERCEDES,150
2025-05-05,BUENOS AIRES,PEHUAJO,29
2025-05-05,BUENOS AIRES,VEDIA,267
2025-05-05,ENTRE RÍOS,NOGOYA,207
2025-05-05,SANTA FE,VENADO TUERTO,191
2025-05-06,BUENOS AIRES,ARRIBEÑOS,65
2025-05-06,BUENOS AIRES,NORBERTO DE LA RIEST,30
2025-05-06,BUENOS AIRES,PIEDRITAS,160
2025-05-06,BUENOS AIRES,PIGUE,320
2025-05-06,BUENOS AIRES,ROJAS,34
2025-05-06,BUENOS AIRES,VEDIA,269
2025-05-06,CÓRDOBA,ARIAS,184
2025-05-06,CÓRDOBA,MONTE RALO,380
2025-05-06,CÓRDOBA,VILLA MARIA (JESUS M,150
2025-05-06,ENTRE RÍOS,ALDEA SPATZENKUTTER,468
2025-05-06,ENTRE RÍOS,FEDERAL,120
2025-05-06,ENTRE RÍOS,VILLAGUAY,657
2025-05-06,SANTA FE,RUFINO,175
2025-05-06,SANTA FE,SAN JUSTO,300
2025-05-06,SANTA FE,URANGA,384
2025-05-07,BUENOS AIRES,ARRIBEÑOS,105
2025-05-07,BUENOS AIRES,BARRIO VILLA GAUCHO,632
2025-05-07,BUENOS AIRES,COLON,600
2025-05-07,BUENOS AIRES,JUNIN,90
2025-05-07,BUENOS AIRES,PALEMON HUERGO,1000
2025-05-07,BUENOS AIRES,QUEQUEN,440
2025-05-07,CÓRDOBA,LABOULAYE,160
2025-05-07,CÓRDOBA,OLAETA,105
2025-05-07,CÓRDOBA,ORDOÑEZ,102
2025-05-07,ENTRE RÍOS,LARROQUE,342
2025-05-07,ENTRE RÍOS,SAN SALVADOR,18
2025-05-07,SANTA FE,HUGHES,1416
2025-05-07,SANTA FE,SANTA FE,1000
2025-05-08,BUENOS AIRES,PEHUAJO,94
2025-05-08,BUENOS AIRES,SAN ANDRES DE GILES,400
2025-05-08,SANTA FE,ROSARIO,29
2025-05-08,SANTA FE,SANTA FE,500
2025-05-08,SANTA FE,TEODELINA,1200
2025-05-09,BUENOS AIRES,ARRIBEÑOS,121
2025-05-09,BUENOS AIRES,CHIVILCOY,350
2025-05-09,BUENOS AIRES,GENERAL VILLEGAS,57
2025-05-09,BUENOS AIRES,PERGAMINO,24
2025-05-09,CÓRDOBA,DEL CAMPILLO,1000
2025-05-09,CÓRDOBA,INRIVILLE,595
2025-05-09,CÓRDOBA,LABOULAYE,500
2025-05-09,SANTA FE,PILAR,30
2025-05-09,SANTA FE,RUFINO,70
2025-05-09,SANTA FE,SARGENTO CABRAL,840
2025-05-10,CÓRDOBA,NOETINGER,330
2025-05-12,BUENOS AIRES,9 DE JULIO,22
2025-05-12,BUENOS AIRES,COPETONAS,223
2025-05-12,BUENOS AIRES,GENERAL VILLEGAS,24
2025-05-12,BUENOS AIRES,NECOCHEA,1976
2025-05-12,BUENOS AIRES,PERGAMINO,42
2025-05-12,BUENOS AIRES,ROJAS,9
2025-05-12,CÓRDOBA,CORRAL DE BUSTOS,46
2025-05-12,ENTRE RÍOS,HERRERA,48
2025-05-12,ENTRE RÍOS,VILLAGUAY,7
2025-05-13,CÓRDOBA,NOETINGER,594
2025-05-13,ENTRE RÍOS,BOVRIL,94
2025-05-13,ENTRE RÍOS,GOBERNADOR SOLA,656
2025-05-13,ENTRE RÍOS,LA PAZ,440
2025-05-13,ENTRE RÍOS,VILLAGUAY,94
2025-05-13,LA PAMPA,SANTA ROSA,428
2025-05-13,SANTA FE,ALVEAR,12
2025-05-13,SANTA FE,MACIEL,120
2025-05-13,SANTA FE,TEODELINA,300
2025-05-13,SANTA FE,VILLA CAÑAS,321
2025-05-13,SANTIAGO DEL ESTERO,AÑATUYA,1000
2025-05-13,SANTIAGO DEL ESTERO,SACHAYOJ,259
2025-05-14,BUENOS AIRES,ARRIBEÑOS,185
2025-05-14,BUENOS AIRES,BALCARCE,609
2025-05-14,BUENOS AIRES,CHIVILCOY,250
2025-05-14,BUENOS AIRES,DRABBLE,53
2025-05-14,BUENOS AIRES,PERGAMINO,138
2025-05-14,BUENOS AIRES,VEDIA,189
2025-05-14,CÓRDOBA,CALCHIN,500
2025-05-14,CÓRDOBA,JOVITA,145
2025-05-14,CÓRDOBA,NOETINGER,120
2025-05-14,CÓRDOBA,RIO CUARTO,32
2025-05-14,ENTRE RÍOS,FEDERAL,12
2025-05-14,ENTRE RÍOS,LA PAZ,692
2025-05-14,ENTRE RÍOS,NOGOYA,120
2025-05-14,ENTRE RÍOS,SAN SALVADOR,6
2025-05-14,ENTRE RÍOS,VILLAGUAY,6
2025-05-14,FORMOSA,COLONIA PERIN,49
